latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.862915,12.539912,54.0,0,GMT,GMT

time,temperature_2m (°C),wind_speed_10m (m/s),shortwave_radiation (W/m²)
1707523200,14.1,6.48,0.0
1707526800,15.0,7.25,0.0
1707530400,14.9,6.86,0.0
1707534000,15.2,7.08,0.0
1707537600,15.3,7.47,0.0
1707541200,14.7,7.10,0.0
1707544800,13.7,6.11,0.0
1707548400,13.9,4.94,5.0
1707552000,13.8,6.36,35.0
1707555600,13.8,8.16,47.0
1707559200,14.6,8.29,85.0
1707562800,15.0,7.52,120.0
1707566400,14.7,7.23,150.0
1707570000,13.5,4.95,37.0
1707573600,13.1,5.26,41.0
1707577200,12.4,5.69,24.0
1707580800,12.4,5.69,12.0
1707584400,12.3,6.31,1.0
1707588000,12.2,5.64,0.0
1707591600,12.6,5.46,0.0
1707595200,12.9,4.50,0.0
1707598800,12.9,5.66,0.0
1707602400,12.5,4.48,0.0
1707606000,12.3,3.81,0.0
1707609600,12.2,3.82,0.0
1707613200,12.0,3.27,0.0
1707616800,11.7,2.80,0.0
1707620400,11.2,3.21,0.0
1707624000,10.8,3.83,0.0
1707627600,10.9,3.73,0.0
1707631200,10.3,4.00,0.0
1707634800,11.0,5.32,19.0
1707638400,12.2,6.24,110.0
1707642000,13.1,5.59,167.0
1707645600,14.2,5.89,312.0
1707649200,13.9,5.02,366.0
1707652800,13.0,5.02,379.0
1707656400,12.5,5.24,280.0
1707660000,12.2,4.27,179.0
1707663600,11.7,4.68,152.0
1707667200,10.9,2.80,28.0
1707670800,10.5,3.41,6.0
1707674400,10.3,2.83,0.0
1707678000,9.5,2.56,0.0
1707681600,9.2,2.89,0.0
1707685200,8.2,1.88,0.0
1707688800,9.2,1.60,0.0
1707692400,7.6,1.43,0.0
1707696000,7.7,0.92,0.0
1707699600,6.4,1.51,0.0
1707703200,6.6,1.56,0.0
1707706800,6.1,1.89,0.0
1707710400,7.4,1.33,0.0
1707714000,6.8,1.28,0.0
1707717600,5.0,1.77,0.0
1707721200,6.2,1.89,25.0
1707724800,8.2,1.63,149.0
1707728400,10.1,2.00,317.0
1707732000,12.0,2.05,454.0
1707735600,13.4,1.77,539.0
1707739200,14.4,1.71,557.0
1707742800,15.0,1.75,456.0
1707746400,14.1,0.80,292.0
1707750000,14.0,1.17,262.0
1707753600,12.7,1.56,135.0
1707757200,10.5,2.39,13.0
1707760800,8.4,1.82,0.0
1707764400,9.1,1.63,0.0
1707768000,8.2,1.64,0.0
1707771600,8.3,1.79,0.0
1707775200,7.1,2.48,0.0
1707778800,7.2,1.70,0.0
1707782400,7.1,1.56,0.0
1707786000,7.6,2.27,0.0
1707789600,7.0,2.61,0.0
1707793200,7.0,2.86,0.0
1707796800,6.6,2.39,0.0
1707800400,6.6,2.22,0.0
1707804000,6.3,2.51,0.0
1707807600,7.2,2.92,22.0
1707811200,8.7,3.38,125.0
1707814800,10.2,3.16,327.0
1707818400,12.1,3.21,464.0
1707822000,13.8,3.30,547.0
1707825600,14.9,3.42,568.0
1707829200,16.3,3.81,521.0
1707832800,16.7,4.24,399.0
1707836400,16.2,4.54,301.0
1707840000,14.5,4.75,146.0
1707843600,12.2,4.40,17.0
1707847200,11.1,4.13,0.0
1707850800,9.7,3.47,0.0
1707854400,8.4,3.16,0.0
1707858000,7.6,2.73,0.0
1707861600,6.8,2.73,0.0
1707865200,5.9,2.72,0.0
1707868800,4.9,2.56,0.0
1707872400,5.3,2.55,0.0
1707876000,4.9,2.62,0.0
1707879600,4.5,2.83,0.0
1707883200,4.0,2.83,0.0
1707886800,3.5,2.55,0.0
1707890400,3.1,2.44,0.0
1707894000,3.7,2.56,35.0
1707897600,6.1,2.10,188.0
1707901200,8.5,1.98,348.0
1707904800,11.1,1.70,478.0
1707908400,13.2,1.63,567.0
1707912000,14.7,1.90,590.0
1707915600,16.5,3.40,551.0
1707919200,16.8,3.20,459.0
1707922800,16.3,2.45,320.0
1707926400,14.0,2.12,153.0
1707930000,12.9,2.09,19.0
1707933600,13.1,1.21,0.0
1707937200,12.3,1.30,0.0
1707940800,9.8,2.08,0.0
1707944400,7.1,2.15,0.0
1707948000,6.1,1.92,0.0
1707951600,4.9,1.46,0.0
1707955200,4.8,1.68,0.0
1707958800,5.7,1.88,0.0
1707962400,4.8,2.13,0.0
1707966000,4.2,2.14,0.0
1707969600,3.5,2.50,0.0
1707973200,3.1,2.48,0.0
1707976800,2.8,2.34,0.0
1707980400,3.9,2.76,37.0
1707984000,7.0,2.75,190.0
1707987600,9.9,2.09,354.0
1707991200,12.5,1.65,484.0
1707994800,14.5,1.04,565.0
1707998400,16.0,0.81,587.0
1708002000,16.8,1.22,552.0
1708005600,17.2,0.98,459.0
1708009200,16.7,1.12,318.0
1708012800,14.2,1.58,154.0
1708016400,11.0,1.84,20.0
1708020000,10.3,1.46,0.0
1708023600,8.6,1.02,0.0
1708027200,7.7,0.72,0.0
1708030800,7.0,0.78,0.0
1708034400,6.9,1.17,0.0
1708038000,6.6,1.80,0.0
1708041600,6.4,2.28,0.0
1708045200,6.9,1.92,0.0
1708048800,6.7,2.06,0.0
1708052400,6.0,1.48,0.0
1708056000,5.0,1.92,0.0
1708059600,5.0,1.82,0.0
1708063200,4.8,1.84,0.0
1708066800,6.6,1.34,34.0
1708070400,9.5,1.44,157.0
1708074000,11.9,1.50,248.0
1708077600,13.9,1.43,321.0
1708081200,15.7,1.06,427.0
1708084800,16.8,0.91,441.0
1708088400,17.0,1.08,385.0
1708092000,16.4,0.81,187.0
1708095600,16.3,0.81,175.0
1708099200,14.7,1.26,86.0
1708102800,14.8,0.71,13.0
1708106400,12.7,0.54,0.0
1708110000,11.1,1.00,0.0
1708113600,12.2,0.28,0.0
1708117200,10.9,1.00,0.0
1708120800,9.6,1.66,0.0
1708124400,8.8,1.99,0.0
1708128000,8.0,2.18,0.0
1708131600,7.4,1.72,0.0
1708135200,6.4,1.75,0.0
1708138800,6.4,1.48,0.0
1708142400,5.5,1.21,0.0
1708146000,5.0,1.70,0.0
1708149600,4.2,2.24,0.0
1708153200,6.3,1.44,42.0
1708156800,8.8,1.77,196.0
1708160400,11.5,1.63,361.0
1708164000,14.0,1.10,492.0
1708167600,15.8,0.81,570.0
1708171200,17.0,1.24,591.0
1708174800,18.4,0.51,553.0
1708178400,18.6,1.30,462.0
1708182000,17.7,1.87,325.0
1708185600,15.4,1.80,160.0
1708189200,12.3,1.63,23.0
1708192800,11.3,1.90,0.0
1708196400,10.6,1.24,0.0
1708200000,9.8,1.65,0.0
1708203600,11.6,0.45,0.0
1708207200,9.2,1.61,0.0
1708210800,8.0,1.99,0.0
1708214400,6.6,2.24,0.0
1708218000,7.2,1.52,0.0
1708221600,6.6,1.79,0.0
1708225200,6.0,1.98,0.0
1708228800,5.5,1.98,0.0
1708232400,5.4,1.64,0.0
1708236000,5.3,1.30,0.0
1708239600,6.3,1.63,44.0
1708243200,9.4,1.91,199.0
1708246800,11.7,1.75,358.0
1708250400,14.1,1.20,485.0
1708254000,16.0,0.81,557.0
1708257600,17.3,1.26,584.0
1708261200,18.0,1.33,555.0
1708264800,18.1,1.97,466.0
1708268400,17.2,2.64,328.0
1708272000,15.0,2.83,162.0
1708275600,12.1,2.39,24.0
1708279200,10.7,2.10,0.0
1708282800,9.8,1.39,0.0
1708286400,8.5,1.57,0.0
1708290000,7.7,1.58,0.0
1708293600,6.9,1.64,0.0
1708297200,7.4,1.50,0.0
1708300800,7.9,1.00,0.0
1708304400,8.1,1.12,0.0
1708308000,8.2,1.08,0.0
1708311600,7.7,1.14,0.0
1708315200,7.6,1.14,0.0
1708318800,7.9,1.41,0.0
1708322400,8.1,1.56,0.0
1708326000,9.0,1.70,16.0
1708329600,10.8,1.22,96.0
1708333200,12.0,0.76,142.0
1708336800,13.8,0.71,323.0
1708340400,15.1,0.45,380.0
1708344000,15.8,0.81,396.0
1708347600,16.3,1.43,420.0
1708351200,16.1,1.70,325.0
1708354800,15.7,1.71,282.0
1708358400,14.8,1.92,141.0
1708362000,13.3,2.20,21.0
1708365600,12.1,1.92,0.0
1708369200,11.0,1.56,0.0
1708372800,9.8,1.14,0.0
1708376400,8.8,1.66,0.0
1708380000,9.0,1.50,0.0
1708383600,8.2,1.92,0.0
1708387200,8.4,2.12,0.0
1708390800,8.7,1.70,0.0
1708394400,7.1,1.53,0.0
1708398000,6.2,1.64,0.0
1708401600,6.0,2.08,0.0
1708405200,6.0,2.36,0.0
1708408800,5.8,1.94,0.0
1708412400,6.5,2.72,38.0
1708416000,8.1,2.42,157.0
1708419600,10.2,2.38,304.0
1708423200,12.6,1.87,440.0
1708426800,14.6,1.60,523.0
1708430400,15.8,2.00,564.0
1708434000,15.8,3.20,483.0
1708437600,14.9,2.85,309.0
1708441200,15.2,1.12,238.0
1708444800,14.4,1.73,133.0
1708448400,11.5,2.15,24.0
1708452000,10.1,2.12,0.0
1708455600,8.8,1.50,0.0
1708459200,8.0,1.87,0.0
1708462800,7.9,2.06,0.0
1708466400,6.7,2.10,0.0
1708470000,5.7,1.96,0.0
1708473600,5.0,1.61,0.0
1708477200,5.9,2.19,0.0
1708480800,5.7,2.34,0.0
1708484400,5.2,2.48,0.0
1708488000,4.9,2.77,0.0
1708491600,4.8,2.30,0.0
1708495200,4.3,2.33,0.0
1708498800,5.1,3.05,53.0
1708502400,8.0,2.28,213.0
1708506000,10.5,2.24,377.0
1708509600,13.1,1.80,504.0
1708513200,14.8,0.81,571.0
1708516800,15.7,0.86,584.0
1708520400,17.1,0.85,588.0
1708524000,17.2,2.34,492.0
1708527600,15.9,3.83,341.0
1708531200,13.9,3.00,182.0
1708534800,11.5,2.39,31.0
1708538400,10.4,2.02,0.0
1708542000,9.8,1.49,0.0
1708545600,9.1,1.28,0.0
1708549200,8.1,1.53,0.0
1708552800,7.1,1.26,0.0
1708556400,6.4,1.66,0.0
1708560000,6.6,1.14,0.0
1708563600,5.7,1.43,0.0
1708567200,6.5,1.50,0.0
1708570800,5.4,2.02,0.0
1708574400,4.8,2.21,0.0
1708578000,6.5,1.26,0.0
1708581600,5.1,1.90,0.0
1708585200,7.2,1.03,48.0
1708588800,10.9,1.65,211.0
1708592400,13.6,2.60,375.0
1708596000,14.2,4.30,373.0
1708599600,15.0,4.90,522.0
1708603200,14.8,4.92,355.0
1708606800,14.3,4.66,233.0
1708610400,14.4,4.69,259.0
1708614000,13.9,4.73,128.0
1708617600,13.4,4.34,110.0
1708621200,11.9,3.71,27.0
1708624800,11.3,3.69,0.0
1708628400,11.2,4.62,0.0
1708632000,11.4,4.81,0.0
1708635600,11.4,5.13,0.0
1708639200,11.6,5.61,0.0
1708642800,11.9,5.87,0.0
1708646400,11.9,6.02,0.0
1708650000,11.9,6.68,0.0
1708653600,12.2,7.12,0.0
1708657200,12.4,7.43,0.0
1708660800,12.5,7.47,0.0
1708664400,12.8,7.47,0.0
1708668000,12.8,7.37,0.0
1708671600,13.3,7.34,36.0
1708675200,14.3,7.59,70.0
1708678800,14.7,8.57,99.0
1708682400,15.1,9.07,126.0
1708686000,15.2,8.91,121.0
1708689600,15.3,9.20,174.0
1708693200,15.2,10.38,180.0
1708696800,15.2,9.66,177.0
1708700400,14.5,11.01,76.0
1708704000,13.4,9.29,20.0
1708707600,13.5,7.51,2.0
1708711200,12.5,5.37,0.0
1708714800,12.1,4.48,0.0
1708718400,11.7,4.06,0.0
1708722000,11.2,2.97,0.0
1708725600,10.3,2.77,0.0
1708729200,9.3,2.45,0.0
1708732800,8.8,2.91,0.0
1708736400,8.3,2.38,0.0
1708740000,8.1,2.33,0.0
1708743600,8.5,2.43,0.0
1708747200,8.5,1.84,0.0
1708750800,7.6,1.41,0.0
1708754400,7.0,1.65,0.0
1708758000,9.2,1.80,55.0
1708761600,10.6,1.90,151.0
1708765200,12.5,2.28,292.0
1708768800,13.2,3.30,443.0
1708772400,14.3,3.20,560.0
1708776000,14.7,4.49,603.0
1708779600,14.6,4.52,485.0
1708783200,14.4,3.94,382.0
1708786800,14.2,3.79,315.0
1708790400,12.7,3.71,147.0
1708794000,10.8,3.05,26.0
1708797600,9.9,3.90,0.0
1708801200,9.6,3.54,0.0
1708804800,9.1,3.61,0.0
1708808400,8.7,3.36,0.0
1708812000,8.6,2.56,0.0
1708815600,8.1,2.91,0.0
1708819200,8.3,3.33,0.0
1708822800,8.7,2.46,0.0
1708826400,8.4,2.36,0.0
1708830000,8.3,2.15,0.0
1708833600,7.7,2.06,0.0
1708837200,6.2,1.68,0.0
1708840800,6.6,0.64,0.0
1708844400,7.6,2.53,43.0
1708848000,9.8,1.28,207.0
1708851600,11.6,1.51,386.0
1708855200,13.0,1.14,513.0
1708858800,13.9,1.48,570.0
1708862400,14.7,1.43,560.0
1708866000,15.4,1.84,529.0
1708869600,15.4,2.56,439.0
1708873200,14.8,3.04,325.0
1708876800,13.7,2.45,169.0
1708880400,11.7,2.90,35.0
1708884000,10.7,3.16,0.0
1708887600,9.8,1.99,0.0
1708891200,10.2,1.63,0.0
1708894800,9.7,0.78,0.0
1708898400,7.8,1.17,0.0
1708902000,6.6,2.10,0.0
1708905600,6.9,0.81,0.0
1708909200,7.5,1.02,0.0
1708912800,5.7,1.87,0.0
1708916400,6.3,1.71,0.0
1708920000,4.2,1.36,0.0
1708923600,3.6,1.40,0.0
1708927200,4.6,1.43,0.0
1708930800,7.7,1.28,53.0
1708934400,10.6,0.92,187.0
1708938000,12.8,2.28,246.0
1708941600,13.5,4.44,252.0
1708945200,13.9,5.46,302.0
1708948800,13.5,5.69,179.0
1708952400,14.2,5.51,208.0
1708956000,13.8,5.61,111.0
1708959600,13.6,5.77,146.0
1708963200,12.7,6.74,26.0
1708966800,12.3,6.73,4.0
1708970400,12.3,6.65,0.0
1708974000,12.4,6.44,0.0
1708977600,12.5,7.49,0.0
1708981200,12.2,6.90,0.0
1708984800,12.0,7.18,0.0
1708988400,12.2,7.29,0.0
1708992000,12.5,7.57,0.0
1708995600,13.2,7.04,0.0
1708999200,13.1,6.88,0.0
1709002800,13.0,6.91,0.0
1709006400,12.8,6.45,0.0
1709010000,12.5,6.30,0.0
1709013600,12.4,6.52,0.0
1709017200,12.8,5.95,22.0
1709020800,14.0,5.72,147.0
1709024400,15.4,5.17,315.0
1709028000,15.5,5.52,237.0
1709031600,16.5,5.88,407.0
1709035200,16.4,4.32,338.0
1709038800,16.9,6.18,254.0
1709042400,15.2,6.76,107.0
1709046000,14.7,4.65,117.0
1709049600,14.1,5.38,110.0
1709053200,13.4,5.24,16.0
1709056800,13.2,3.77,0.0
1709060400,13.0,2.91,0.0
1709064000,12.8,3.83,0.0
1709067600,12.5,3.47,0.0
1709071200,12.8,3.83,0.0
1709074800,12.4,3.86,0.0
1709078400,11.6,3.61,0.0
1709082000,11.6,3.44,0.0
1709085600,11.1,1.75,0.0
1709089200,10.8,0.91,0.0
1709092800,10.9,2.50,0.0
1709096400,10.6,2.21,0.0
1709100000,10.4,1.50,0.0
1709103600,10.9,1.58,18.0
1709107200,11.9,2.38,95.0
1709110800,13.5,1.99,207.0
1709114400,13.8,2.70,147.0
1709118000,16.8,3.70,441.0
1709121600,17.7,3.21,449.0
1709125200,15.6,1.88,270.0
1709128800,16.9,2.59,321.0
1709132400,17.1,3.40,236.0
1709136000,16.6,3.62,134.0
1709139600,16.1,3.64,31.0
1709143200,15.6,1.48,0.0
1709146800,12.9,1.61,0.0
1709150400,12.0,1.57,0.0
1709154000,12.8,2.39,0.0
1709157600,12.2,0.78,0.0
1709161200,11.0,1.77,0.0
1709164800,10.7,2.08,0.0
1709168400,11.1,1.61,0.0
1709172000,11.1,1.30,0.0
1709175600,11.0,1.00,0.0
1709179200,10.6,1.86,0.0
1709182800,9.7,1.53,0.0
1709186400,10.3,2.41,0.0
1709190000,10.6,1.84,16.0
1709193600,11.9,1.06,134.0
1709197200,12.4,1.10,170.0
1709200800,13.2,1.30,168.0
1709204400,14.0,1.42,218.0
1709208000,14.4,2.90,351.0
1709211600,14.7,1.44,404.0
1709215200,15.3,0.41,368.0
1709218800,15.0,1.21,283.0
1709222400,14.6,0.63,170.0
1709226000,13.8,0.30,36.0
1709229600,11.4,1.63,0.0
1709233200,9.6,1.65,0.0
1709236800,9.0,1.71,0.0
1709240400,8.8,0.94,0.0
1709244000,8.7,0.63,0.0
1709247600,8.3,0.63,0.0
1709251200,8.2,0.95,0.0
1709254800,8.8,1.36,0.0
1709258400,7.7,1.22,0.0
1709262000,8.8,0.89,0.0
1709265600,8.8,1.58,0.0
1709269200,9.0,1.61,0.0
1709272800,8.8,3.11,1.0
1709276400,10.0,2.97,50.0
1709280000,11.3,3.14,156.0
1709283600,12.4,3.52,262.0
1709287200,13.5,3.86,328.0
1709290800,14.5,4.92,502.0
1709294400,14.2,5.87,424.0
1709298000,14.8,4.03,394.0
1709301600,14.3,4.08,331.0
1709305200,13.1,5.02,238.0
1709308800,12.3,4.25,122.0
1709312400,11.1,3.36,40.0
1709316000,10.6,2.91,0.0
1709319600,10.5,3.19,0.0
1709323200,10.2,3.55,0.0
1709326800,10.4,3.13,0.0
1709330400,10.7,3.14,0.0
1709334000,10.6,4.14,0.0
1709337600,10.8,4.21,0.0
1709341200,11.0,4.38,0.0
1709344800,10.8,4.12,0.0
1709348400,10.7,3.89,0.0
1709352000,10.8,3.13,0.0
1709355600,10.9,2.94,0.0
1709359200,10.8,2.20,1.0
1709362800,11.4,2.62,45.0
1709366400,12.8,2.24,173.0
1709370000,13.6,1.80,238.0
1709373600,14.6,1.84,330.0
1709377200,15.8,2.10,519.0
1709380800,16.0,2.14,358.0
1709384400,14.1,2.28,292.0
1709388000,15.2,2.76,377.0
1709391600,14.9,3.18,318.0
1709395200,14.0,3.10,171.0
1709398800,12.4,2.62,48.0
1709402400,11.5,3.31,0.0
1709406000,11.4,3.03,0.0
1709409600,11.0,2.82,0.0
1709413200,10.5,3.47,0.0
1709416800,10.4,3.24,0.0
1709420400,10.0,3.58,0.0
1709424000,9.7,3.64,0.0
1709427600,10.1,3.19,0.0
1709431200,9.7,2.97,0.0
1709434800,9.6,3.39,0.0
1709438400,9.5,3.04,0.0
1709442000,9.8,3.26,0.0
1709445600,9.9,3.56,2.0
1709449200,11.4,4.24,82.0
1709452800,13.4,4.42,253.0
1709456400,14.7,7.12,387.0
1709460000,15.8,7.52,513.0
1709463600,16.7,7.87,546.0
1709467200,16.5,8.30,563.0
1709470800,16.0,8.14,441.0
1709474400,15.9,8.19,422.0
1709478000,15.6,7.98,310.0
1709481600,14.4,7.66,111.0
1709485200,13.7,7.84,33.0
1709488800,13.2,7.72,0.0
1709492400,12.3,8.15,0.0
1709496000,11.6,5.98,0.0
1709499600,11.3,5.80,0.0
1709503200,10.0,4.32,0.0
1709506800,9.7,3.10,0.0
1709510400,9.1,2.57,0.0
1709514000,9.2,2.64,0.0
1709517600,9.4,2.31,0.0
1709521200,8.9,2.22,0.0
1709524800,8.3,3.47,0.0
1709528400,8.2,2.51,0.0
1709532000,8.0,2.80,2.0
1709535600,8.4,1.81,57.0
1709539200,9.8,2.30,191.0
1709542800,11.3,1.84,368.0
1709546400,12.4,1.43,537.0
1709550000,13.1,0.64,571.0
1709553600,13.5,0.81,617.0
1709557200,13.9,0.99,392.0
1709560800,13.2,0.40,304.0
1709564400,12.2,1.70,236.0
1709568000,11.0,3.10,156.0
1709571600,9.2,1.90,38.0
1709575200,8.4,1.41,0.0
1709578800,8.9,2.02,0.0
1709582400,8.6,1.80,0.0
1709586000,8.4,1.00,0.0
1709589600,9.0,0.86,0.0
1709593200,9.6,0.10,0.0
1709596800,8.9,1.49,0.0
1709600400,8.5,3.81,0.0
1709604000,8.5,4.35,0.0
1709607600,7.6,3.09,0.0
1709611200,7.0,3.02,0.0
1709614800,6.5,3.28,0.0
1709618400,6.1,3.06,4.0
1709622000,7.9,2.79,104.0
1709625600,10.5,1.73,281.0
1709629200,12.6,0.20,450.0
1709632800,14.2,1.17,580.0
1709636400,15.4,1.30,643.0
1709640000,16.3,1.14,610.0
1709643600,17.1,2.46,528.0
1709647200,16.4,3.82,468.0
1709650800,14.8,3.97,345.0
1709654400,13.9,2.62,192.0
1709658000,12.6,1.53,46.0
1709661600,11.4,1.66,0.0
1709665200,10.3,1.30,0.0
1709668800,9.6,1.25,0.0
1709672400,9.0,1.14,0.0
1709676000,8.3,0.86,0.0
1709679600,8.2,1.50,0.0
1709683200,6.8,1.04,0.0
1709686800,6.8,1.08,0.0
1709690400,6.5,1.80,0.0
1709694000,6.2,1.51,0.0
1709697600,6.3,0.89,0.0
1709701200,6.3,1.33,0.0
1709704800,6.8,1.17,3.0
1709708400,9.0,2.01,70.0
1709712000,11.4,2.31,255.0
1709715600,12.9,3.88,395.0
1709719200,13.3,5.57,417.0
1709722800,13.8,5.55,582.0
1709726400,14.0,5.78,595.0
1709730000,13.8,5.81,523.0
1709733600,13.5,5.41,444.0
1709737200,12.9,4.54,338.0
1709740800,12.4,3.65,212.0
1709744400,10.7,2.79,57.0
1709748000,9.5,2.47,0.0
1709751600,8.7,2.21,0.0
1709755200,8.2,2.10,0.0
1709758800,6.8,2.24,0.0
1709762400,7.5,1.03,0.0
1709766000,5.3,1.32,0.0
1709769600,5.1,0.85,0.0
1709773200,6.0,0.86,0.0
1709776800,5.7,0.73,0.0
1709780400,6.4,0.60,0.0
1709784000,6.0,0.82,0.0
1709787600,5.1,1.30,0.0
1709791200,4.7,1.89,5.0
1709794800,6.1,2.06,113.0
1709798400,8.0,2.42,294.0
1709802000,10.1,2.64,464.0
1709805600,12.1,2.79,602.0
1709809200,13.6,3.01,686.0
1709812800,14.4,3.41,653.0
1709816400,14.9,3.10,500.0
1709820000,14.9,2.61,442.0
1709823600,14.6,1.26,339.0
1709827200,13.4,2.00,204.0
1709830800,11.0,3.54,60.0
1709834400,9.7,2.47,0.0
1709838000,8.2,1.56,0.0
1709841600,6.9,1.35,0.0
1709845200,7.0,1.42,0.0
1709848800,5.3,1.20,0.0
1709852400,4.8,1.36,0.0
1709856000,4.4,1.61,0.0
1709859600,4.4,1.40,0.0
1709863200,3.7,1.02,0.0
1709866800,3.3,1.96,0.0
1709870400,3.5,1.97,0.0
1709874000,3.2,2.28,0.0
1709877600,3.9,1.84,6.0
1709881200,7.1,1.58,119.0
1709884800,10.6,1.08,299.0
1709888400,13.2,1.00,468.0
1709892000,14.8,2.53,564.0
1709895600,15.5,3.21,563.0
1709899200,15.8,3.71,576.0
1709902800,16.1,3.35,439.0
1709906400,14.8,4.40,229.0
1709910000,13.8,5.01,227.0
1709913600,13.2,4.30,98.0
1709917200,12.0,3.22,30.0
1709920800,11.2,5.22,0.0
1709924400,10.7,6.08,0.0
1709928000,10.5,3.19,0.0
1709931600,10.3,2.98,0.0
1709935200,10.8,4.46,0.0
1709938800,11.0,4.19,0.0
1709942400,11.1,4.78,0.0
1709946000,10.5,1.68,0.0
1709949600,10.7,3.04,0.0
1709953200,10.6,4.12,0.0
1709956800,10.9,4.89,0.0
1709960400,10.6,4.77,0.0
1709964000,10.6,4.25,2.0
1709967600,11.0,3.45,14.0
1709971200,11.7,3.22,87.0
1709974800,12.3,2.01,103.0
1709978400,12.6,1.30,95.0
1709982000,13.5,1.80,221.0
1709985600,14.8,3.81,373.0
1709989200,14.7,6.11,435.0
1709992800,14.3,6.03,301.0
1709996400,14.0,5.92,289.0
1710000000,13.6,4.73,165.0
1710003600,12.2,4.08,51.0
1710007200,11.6,3.92,0.0
1710010800,11.0,3.89,0.0
1710014400,11.0,3.97,0.0
1710018000,10.8,3.47,0.0
1710021600,11.1,3.80,0.0
1710025200,11.9,3.20,0.0
1710028800,12.6,3.49,0.0
1710032400,11.8,3.31,0.0
1710036000,12.9,5.52,0.0
1710039600,13.8,7.44,0.0
1710043200,13.0,5.78,0.0
1710046800,13.3,6.58,0.0
1710050400,13.7,7.08,3.0
1710054000,14.3,7.02,38.0
1710057600,15.3,7.92,90.0
1710061200,16.6,9.36,183.0
1710064800,16.6,7.93,202.0
1710068400,16.5,8.15,240.0
1710072000,17.0,9.44,325.0
1710075600,14.4,7.52,158.0
1710079200,14.6,7.26,76.0
1710082800,13.4,3.67,63.0
1710086400,12.5,2.59,41.0
1710090000,12.3,1.84,16.0
1710093600,11.8,2.69,0.0
1710097200,11.4,1.61,0.0
1710100800,11.2,1.66,0.0
1710104400,10.9,1.12,0.0
1710108000,10.6,1.35,0.0
1710111600,10.2,0.81,0.0
1710115200,10.0,0.86,0.0
1710118800,10.2,1.04,0.0
1710122400,10.0,1.10,0.0
1710126000,9.9,2.67,0.0
1710129600,9.7,2.40,0.0
1710133200,9.3,1.71,0.0
1710136800,9.6,1.30,8.0
1710140400,10.3,1.53,120.0
1710144000,12.3,1.20,278.0
1710147600,13.9,2.63,462.0
1710151200,14.9,3.42,548.0
1710154800,14.7,4.57,486.0
1710158400,12.7,4.47,294.0
1710162000,13.8,4.83,366.0
1710165600,12.8,4.27,284.0
1710169200,11.7,2.98,145.0
1710172800,11.5,2.60,123.0
1710176400,10.7,2.15,47.0
1710180000,10.0,2.40,0.0
1710183600,10.0,2.22,0.0
1710187200,9.3,2.10,0.0
1710190800,8.8,2.50,0.0
1710194400,8.6,3.09,0.0
1710198000,8.2,0.89,0.0
1710201600,7.8,1.43,0.0
1710205200,8.4,1.00,0.0
1710208800,8.3,0.73,0.0
1710212400,7.4,1.00,0.0
1710216000,6.4,2.00,0.0
1710219600,6.3,1.98,0.0
1710223200,6.0,1.60,10.0
1710226800,7.7,1.17,108.0
1710230400,9.4,1.17,244.0
1710234000,11.8,1.80,452.0
1710237600,13.3,3.54,514.0
1710241200,14.5,3.31,559.0
1710244800,15.7,3.10,631.0
1710248400,16.0,2.75,624.0
1710252000,16.2,2.70,500.0
1710255600,16.1,2.58,396.0
1710259200,15.0,2.50,224.0
1710262800,12.9,2.92,71.0
1710266400,11.4,2.63,1.0
1710270000,10.6,2.11,0.0
1710273600,10.9,1.20,0.0
1710277200,9.0,0.76,0.0
1710280800,8.1,1.00,0.0
1710284400,9.0,0.50,0.0
1710288000,7.8,1.72,0.0
1710291600,8.3,1.90,0.0
1710295200,7.3,1.57,0.0
1710298800,6.5,1.53,0.0
1710302400,5.7,1.14,0.0
1710306000,5.4,1.53,0.0
1710309600,5.3,2.44,12.0
1710313200,7.4,2.46,135.0
1710316800,10.1,2.00,309.0
1710320400,12.1,1.92,415.0
1710324000,13.9,1.87,528.0
1710327600,15.6,1.40,613.0
1710331200,16.4,1.04,522.0
1710334800,17.6,1.52,644.0
1710338400,17.4,2.28,465.0
1710342000,15.4,3.14,269.0
1710345600,14.7,2.68,160.0
1710349200,13.1,2.36,63.0
1710352800,11.5,1.98,1.0
1710356400,9.8,1.98,0.0
1710360000,11.0,0.32,0.0
1710363600,9.1,1.20,0.0
1710367200,7.5,2.09,0.0
1710370800,7.3,1.77,0.0
1710374400,7.3,1.36,0.0
1710378000,7.2,1.92,0.0
1710381600,6.5,1.84,0.0
1710385200,6.6,1.84,0.0
1710388800,6.3,1.90,0.0
1710392400,5.8,1.71,0.0
1710396000,6.1,1.80,14.0
1710399600,8.5,2.13,146.0
1710403200,11.3,1.63,330.0
1710406800,13.5,1.17,500.0
1710410400,15.5,0.98,630.0
1710414000,17.0,1.50,709.0
1710417600,17.7,2.41,701.0
1710421200,17.8,3.00,658.0
1710424800,17.3,3.22,541.0
1710428400,16.5,3.28,406.0
1710432000,15.3,2.86,233.0
1710435600,13.2,2.86,85.0
1710439200,11.8,3.14,1.0
1710442800,11.3,2.08,0.0
1710446400,10.9,1.14,0.0
1710450000,9.8,0.85,0.0
1710453600,10.2,1.08,0.0
1710457200,9.5,0.86,0.0
1710460800,8.2,0.99,0.0
