latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.862915,12.539912,54.0,0,GMT,GMT

time,temperature_2m (°C),wind_speed_10m (m/s),shortwave_radiation (W/m²)
1620471600,23.1,2.26,838.0
1620475200,24.0,1.84,728.0
1620478800,23.9,3.50,849.0
1620482400,22.4,5.00,712.0
1620486000,21.8,4.00,582.0
1620489600,20.6,3.70,402.0
1620493200,19.2,3.11,232.0
1620496800,17.4,2.88,68.0
1620500400,16.2,2.52,1.0
1620504000,15.5,1.68,0.0
1620507600,15.4,0.64,0.0
1620511200,15.2,0.81,0.0
1620514800,14.6,1.30,0.0
1620518400,15.0,0.91,0.0
1620522000,13.8,1.50,0.0
1620525600,13.5,1.81,0.0
1620529200,13.8,1.71,0.0
1620532800,14.2,1.53,0.0
1620536400,15.2,1.12,44.0
1620540000,17.7,0.10,190.0
1620543600,19.7,0.50,373.0
1620547200,21.5,0.50,550.0
1620550800,23.2,0.64,708.0
1620554400,24.5,2.94,802.0
1620558000,24.4,4.63,824.0
1620561600,24.4,3.58,812.0
1620565200,24.3,4.16,758.0
1620568800,23.7,4.30,687.0
1620572400,23.0,3.88,568.0
1620576000,22.2,3.33,411.0
1620579600,20.8,2.48,218.0
1620583200,18.7,2.06,65.0
1620586800,16.8,1.78,1.0
1620590400,15.3,1.70,0.0
1620594000,14.9,1.70,0.0
1620597600,15.1,1.56,0.0
1620601200,15.1,2.33,0.0
1620604800,14.5,1.61,0.0
1620608400,14.3,1.84,0.0
1620612000,14.1,1.71,0.0
1620615600,13.3,1.82,0.0
1620619200,13.1,1.75,0.0
1620622800,14.6,1.84,48.0
1620626400,17.8,1.73,200.0
1620630000,20.9,2.02,389.0
1620633600,23.0,3.04,573.0
1620637200,24.1,3.67,730.0
1620640800,24.9,4.30,845.0
1620644400,25.3,4.70,906.0
1620648000,25.3,4.70,912.0
1620651600,24.9,4.74,861.0
1620655200,25.0,4.03,767.0
1620658800,24.8,4.30,609.0
1620662400,23.9,4.20,430.0
1620666000,22.4,3.32,235.0
1620669600,19.9,2.71,75.0
1620673200,18.3,3.26,2.0
1620676800,18.4,3.09,0.0
1620680400,18.5,2.30,0.0
1620684000,17.9,2.69,0.0
1620687600,17.4,2.15,0.0
1620691200,16.4,1.61,0.0
1620694800,15.3,2.20,0.0
1620698400,14.5,1.63,0.0
1620702000,14.5,1.93,0.0
1620705600,15.0,2.48,0.0
1620709200,16.4,1.68,33.0
1620712800,18.9,1.50,153.0
1620716400,21.8,2.24,376.0
1620720000,23.6,4.11,562.0
1620723600,24.5,5.32,717.0
1620727200,24.7,5.80,788.0
1620730800,23.6,6.75,824.0
1620734400,21.8,6.03,743.0
1620738000,21.1,6.10,694.0
1620741600,19.8,5.32,418.0
1620745200,18.3,4.82,234.0
1620748800,16.1,2.09,35.0
1620752400,16.1,3.20,29.0
1620756000,15.2,2.97,31.0
1620759600,15.0,2.12,1.0
1620763200,14.5,2.10,0.0
1620766800,13.6,1.63,0.0
1620770400,13.5,1.50,0.0
1620774000,13.7,2.20,0.0
1620777600,14.0,2.20,0.0
1620781200,14.1,2.12,0.0
1620784800,13.7,2.92,0.0
1620788400,13.3,2.02,0.0
1620792000,13.5,2.02,0.0
1620795600,14.2,2.34,39.0
1620799200,15.8,1.41,147.0
1620802800,16.8,1.26,271.0
1620806400,18.0,2.21,476.0
1620810000,19.0,3.20,622.0
1620813600,19.7,3.76,743.0
1620817200,20.0,3.98,791.0
1620820800,19.7,4.47,839.0
1620824400,19.9,4.03,753.0
1620828000,19.9,3.66,704.0
1620831600,19.4,4.22,578.0
1620835200,18.5,4.46,390.0
1620838800,17.4,3.53,197.0
1620842400,15.8,3.04,74.0
1620846000,14.6,2.56,2.0
1620849600,14.0,2.50,0.0
1620853200,14.1,1.61,0.0
1620856800,14.4,2.11,0.0
1620860400,14.1,1.80,0.0
1620864000,14.0,2.33,0.0
1620867600,13.7,2.05,0.0
1620871200,14.0,2.10,0.0
1620874800,13.2,2.47,0.0
1620878400,12.7,2.44,0.0
1620882000,13.6,2.14,22.0
1620885600,14.9,2.39,98.0
1620889200,16.6,2.72,280.0
1620892800,18.1,2.72,479.0
1620896400,18.9,4.08,596.0
1620900000,19.0,4.39,565.0
1620903600,19.2,5.33,772.0
1620907200,18.6,3.22,768.0
1620910800,17.2,4.20,534.0
1620914400,18.6,4.84,484.0
1620918000,18.1,4.74,532.0
1620921600,17.8,5.24,391.0
1620925200,16.7,4.52,249.0
1620928800,15.1,4.57,78.0
1620932400,13.8,2.83,3.0
1620936000,13.4,2.09,0.0
1620939600,13.4,2.18,0.0
1620943200,13.2,2.28,0.0
1620946800,12.3,2.02,0.0
1620950400,13.0,0.81,0.0
1620954000,12.1,1.46,0.0
1620957600,11.1,1.39,0.0
1620961200,10.3,1.39,0.0
1620964800,9.2,1.91,0.0
1620968400,11.7,1.53,55.0
1620972000,14.6,1.14,206.0
1620975600,16.0,1.21,277.0
1620979200,17.1,2.06,376.0
1620982800,18.0,4.44,625.0
1620986400,18.1,5.05,581.0
1620990000,16.8,5.16,339.0
1620993600,16.6,3.86,199.0
1620997200,15.3,3.08,135.0
1621000800,15.0,1.94,156.0
1621004400,14.3,1.30,113.0
1621008000,14.0,1.92,79.0
1621011600,13.7,2.51,57.0
1621015200,13.7,0.92,16.0
1621018800,13.0,1.10,1.0
1621022400,12.5,1.94,0.0
1621026000,12.1,2.38,0.0
1621029600,11.9,2.19,0.0
1621033200,11.5,1.92,0.0
1621036800,11.4,1.30,0.0
1621040400,11.5,1.30,0.0
1621044000,11.7,1.02,0.0
1621047600,10.3,1.70,0.0
1621051200,10.0,1.78,0.0
1621054800,10.5,2.19,55.0
1621058400,12.0,2.04,210.0
1621062000,14.0,2.40,398.0
1621065600,15.9,2.62,582.0
1621069200,17.5,2.72,736.0
1621072800,19.4,3.05,848.0
1621076400,20.4,3.54,822.0
1621080000,18.9,2.89,690.0
1621083600,18.7,4.02,663.0
1621087200,18.1,5.04,585.0
1621090800,18.3,4.43,508.0
1621094400,17.4,4.26,353.0
1621098000,16.5,3.55,233.0
1621101600,15.3,2.46,77.0
1621105200,14.3,1.58,3.0
1621108800,13.8,1.00,0.0
1621112400,13.8,1.70,0.0
1621116000,13.6,2.01,0.0
1621119600,13.3,1.89,0.0
1621123200,13.6,2.34,0.0
1621126800,13.2,3.05,0.0
1621130400,12.9,3.08,0.0
1621134000,12.8,2.70,0.0
1621137600,13.4,2.77,0.0
1621141200,14.4,2.98,53.0
1621144800,16.8,3.00,196.0
1621148400,18.5,3.18,327.0
1621152000,19.3,3.91,398.0
1621155600,20.4,4.51,633.0
1621159200,21.2,4.22,693.0
1621162800,21.6,4.62,717.0
1621166400,19.0,3.67,641.0
1621170000,19.3,4.16,178.0
1621173600,19.2,4.08,173.0
1621177200,19.2,3.20,113.0
1621180800,18.8,3.86,92.0
1621184400,18.7,4.53,123.0
1621188000,17.4,4.83,52.0
1621191600,16.9,5.05,3.0
1621195200,16.7,4.33,0.0
1621198800,16.4,4.60,0.0
1621202400,16.4,4.44,0.0
1621206000,16.2,3.22,0.0
1621209600,16.7,4.24,0.0
1621213200,16.1,3.34,0.0
1621216800,16.0,3.25,0.0
1621220400,15.5,3.05,0.0
1621224000,15.5,2.28,0.0
1621227600,16.2,2.60,52.0
1621231200,18.0,3.10,186.0
1621234800,19.3,4.62,334.0
1621238400,20.5,5.07,470.0
1621242000,20.9,4.52,605.0
1621245600,21.4,5.13,794.0
1621249200,21.8,5.82,905.0
1621252800,21.4,5.29,908.0
1621256400,20.8,4.41,766.0
1621260000,20.4,4.41,676.0
1621263600,19.8,4.22,487.0
1621267200,19.3,3.50,350.0
1621270800,19.1,2.86,246.0
1621274400,17.8,2.62,85.0
1621278000,16.2,2.56,4.0
1621281600,14.3,1.99,0.0
1621285200,13.9,1.84,0.0
1621288800,14.2,1.12,0.0
1621292400,11.8,2.06,0.0
1621296000,10.2,1.84,0.0
1621299600,10.7,1.70,0.0
1621303200,10.7,2.11,0.0
1621306800,10.4,2.13,0.0
1621310400,10.2,2.68,1.0
1621314000,11.6,1.78,62.0
1621317600,13.5,2.28,219.0
1621321200,15.9,1.66,356.0
1621324800,18.2,1.20,514.0
1621328400,19.6,1.41,593.0
1621332000,20.9,0.72,699.0
1621335600,21.7,1.77,681.0
1621339200,20.7,5.17,855.0
1621342800,20.4,4.66,651.0
1621346400,20.7,4.88,702.0
1621350000,19.4,4.74,602.0
1621353600,18.5,4.03,444.0
1621357200,17.5,3.52,250.0
1621360800,16.0,3.26,89.0
1621364400,14.7,2.77,4.0
1621368000,14.0,2.87,0.0
1621371600,13.9,3.35,0.0
1621375200,13.8,3.58,0.0
1621378800,13.9,4.03,0.0
1621382400,15.2,4.60,0.0
1621386000,15.3,4.70,0.0
1621389600,15.3,4.46,0.0
1621393200,15.1,4.31,0.0
1621396800,15.0,4.30,0.0
1621400400,15.9,4.50,45.0
1621404000,17.2,4.70,152.0
1621407600,17.7,5.09,242.0
1621411200,17.6,4.67,234.0
1621414800,19.0,4.61,495.0
1621418400,19.8,4.67,650.0
1621422000,20.4,3.96,687.0
1621425600,20.4,4.24,758.0
1621429200,20.2,4.65,682.0
1621432800,20.5,4.95,662.0
1621436400,19.6,4.55,545.0
1621440000,18.9,4.33,423.0
1621443600,17.7,4.02,256.0
1621447200,16.4,2.77,88.0
1621450800,14.8,2.51,4.0
1621454400,14.1,1.41,0.0
1621458000,13.3,1.53,0.0
1621461600,12.3,2.00,0.0
1621465200,11.6,2.00,0.0
1621468800,11.7,2.42,0.0
1621472400,11.0,2.82,0.0
1621476000,10.3,2.92,0.0
1621479600,10.0,3.09,0.0
1621483200,9.6,2.75,1.0
1621486800,10.3,3.00,62.0
1621490400,12.3,2.82,212.0
1621494000,15.3,3.13,419.0
1621497600,18.3,3.51,602.0
1621501200,20.0,3.60,755.0
1621504800,21.0,3.41,870.0
1621508400,21.7,3.72,912.0
1621512000,22.5,3.71,890.0
1621515600,22.6,3.67,740.0
1621519200,21.9,3.61,566.0
1621522800,21.5,2.24,500.0
1621526400,21.5,1.70,375.0
1621530000,20.7,1.58,244.0
1621533600,18.0,1.65,94.0
1621537200,16.0,1.78,5.0
1621540800,14.7,2.09,0.0
1621544400,13.8,1.51,0.0
1621548000,14.1,1.62,0.0
1621551600,14.7,1.58,0.0
1621555200,11.8,1.22,0.0
1621558800,10.8,2.01,0.0
1621562400,10.6,1.75,0.0
1621566000,10.5,1.84,0.0
1621569600,10.0,1.84,1.0
1621573200,11.4,2.06,64.0
1621576800,14.2,1.49,214.0
1621580400,17.5,0.85,403.0
1621584000,20.0,0.86,580.0
1621587600,21.4,2.61,747.0
1621591200,22.1,3.58,844.0
1621594800,22.5,4.07,903.0
1621598400,22.7,4.08,900.0
1621602000,22.4,4.38,885.0
1621605600,21.5,4.53,763.0
1621609200,20.9,4.08,629.0
1621612800,19.9,3.74,456.0
1621616400,18.6,3.04,260.0
1621620000,16.8,3.21,94.0
1621623600,15.3,2.43,6.0
1621627200,14.4,3.00,0.0
1621630800,14.1,3.41,0.0
1621634400,14.1,3.64,0.0
1621638000,14.0,3.66,0.0
1621641600,14.9,4.55,0.0
1621645200,14.6,4.47,0.0
1621648800,14.7,5.10,0.0
1621652400,14.8,4.77,0.0
1621656000,14.4,4.69,1.0
1621659600,15.6,4.80,67.0
1621663200,17.5,4.90,223.0
1621666800,19.1,6.00,411.0
1621670400,20.4,6.30,581.0
1621674000,21.4,6.80,730.0
1621677600,22.1,7.20,838.0
1621681200,22.3,7.67,897.0
1621684800,22.3,7.36,903.0
1621688400,22.1,6.73,793.0
1621692000,21.9,6.43,670.0
1621695600,21.6,5.76,585.0
1621699200,21.0,4.81,403.0
1621702800,20.3,3.81,237.0
1621706400,18.9,3.18,88.0
1621710000,17.8,3.38,6.0
1621713600,17.5,3.33,0.0
1621717200,17.4,3.66,0.0
1621720800,17.8,4.06,0.0
1621724400,17.9,4.10,0.0
1621728000,17.6,3.16,0.0
1621731600,17.9,3.45,0.0
1621735200,17.6,3.20,0.0
1621738800,17.4,2.78,0.0
1621742400,17.1,2.72,1.0
1621746000,18.0,2.92,40.0
1621749600,19.3,3.05,125.0
1621753200,20.4,4.53,260.0
1621756800,21.6,5.07,379.0
1621760400,23.4,5.23,668.0
1621764000,23.7,5.50,649.0
1621767600,23.6,5.73,626.0
1621771200,23.9,4.50,607.0
1621774800,23.7,5.93,747.0
1621778400,23.5,4.51,608.0
1621782000,23.6,3.61,553.0
1621785600,21.9,3.59,161.0
1621789200,20.5,3.18,76.0
1621792800,19.4,2.80,42.0
1621796400,18.9,0.98,3.0
1621800000,18.2,1.03,0.0
1621803600,17.8,0.76,0.0
1621807200,16.4,1.12,0.0
1621810800,16.0,1.36,0.0
1621814400,17.0,0.41,0.0
1621818000,16.3,0.36,0.0
1621821600,16.0,2.50,0.0
1621825200,16.2,2.83,0.0
1621828800,16.5,2.31,1.0
1621832400,17.4,2.26,25.0
1621836000,19.4,2.09,85.0
1621839600,23.0,1.87,233.0
1621843200,25.9,3.05,428.0
1621846800,27.6,5.55,562.0
1621850400,28.8,7.25,720.0
1621854000,29.4,7.81,896.0
1621857600,28.3,8.81,890.0
1621861200,27.2,7.65,615.0
1621864800,25.8,6.61,437.0
1621868400,24.5,6.90,425.0
1621872000,22.7,6.05,266.0
1621875600,20.4,5.68,101.0
1621879200,19.2,5.12,34.0
1621882800,18.8,3.83,2.0
1621886400,18.5,3.34,0.0
1621890000,17.9,2.77,0.0
1621893600,17.0,2.62,0.0
1621897200,16.4,1.49,0.0
1621900800,16.2,1.14,0.0
1621904400,16.2,1.30,0.0
1621908000,15.5,1.12,0.0
1621911600,15.3,0.91,0.0
1621915200,13.8,0.72,1.0
1621918800,15.0,0.42,56.0
1621922400,16.4,0.64,201.0
1621926000,18.3,0.98,381.0
1621929600,20.3,1.43,573.0
1621933200,21.9,1.93,737.0
1621936800,22.9,2.55,851.0
1621940400,23.4,3.11,912.0
1621944000,22.4,4.10,919.0
1621947600,22.8,3.69,813.0
1621951200,23.0,3.32,749.0
1621954800,22.6,2.70,592.0
1621958400,22.2,2.34,454.0
1621962000,20.9,3.26,271.0
1621965600,18.5,3.24,103.0
1621969200,16.6,2.42,7.0
1621972800,15.8,1.89,0.0
1621976400,15.4,1.28,0.0
1621980000,15.3,0.63,0.0
1621983600,14.3,1.40,0.0
1621987200,13.0,1.82,0.0
1621990800,13.0,1.48,0.0
1621994400,12.9,1.97,0.0
1621998000,12.3,1.92,0.0
1622001600,12.1,1.98,2.0
1622005200,13.0,2.27,71.0
1622008800,14.8,1.84,231.0
1622012400,17.4,1.03,418.0
1622016000,19.8,0.22,602.0
1622019600,22.1,0.71,757.0
1622023200,23.4,1.40,839.0
1622026800,23.8,3.05,880.0
1622030400,22.8,3.98,862.0
1622034000,22.8,3.91,800.0
1622037600,22.9,3.61,756.0
1622041200,22.7,3.16,611.0
1622044800,22.0,2.97,444.0
1622048400,20.8,2.97,273.0
1622052000,18.5,2.62,105.0
1622055600,16.5,2.12,8.0
1622059200,15.6,2.00,0.0
1622062800,15.1,1.58,0.0
1622066400,14.9,1.41,0.0
1622070000,14.3,1.00,0.0
1622073600,13.2,1.10,0.0
1622077200,13.4,0.80,0.0
1622080800,12.9,1.33,0.0
1622084400,13.8,1.32,0.0
1622088000,12.9,0.95,2.0
1622091600,13.6,0.81,49.0
1622095200,15.8,1.13,191.0
1622098800,17.7,0.99,335.0
1622102400,20.2,1.10,593.0
1622106000,22.0,2.62,751.0
1622109600,22.9,3.32,861.0
1622113200,23.1,4.41,923.0
1622116800,23.0,4.61,923.0
1622120400,23.0,4.57,880.0
1622124000,22.3,4.43,792.0
1622127600,21.3,4.25,639.0
1622131200,20.6,3.49,464.0
1622134800,19.4,3.14,278.0
1622138400,17.8,2.06,108.0
1622142000,16.2,1.84,9.0
1622145600,15.4,1.24,0.0
1622149200,14.8,1.39,0.0
1622152800,13.6,1.39,0.0
1622156400,14.0,0.22,0.0
1622160000,13.2,1.32,0.0
1622163600,12.7,1.88,0.0
1622167200,12.5,2.06,0.0
1622170800,11.9,2.50,0.0
1622174400,11.8,2.76,2.0
1622178000,13.1,1.36,76.0
1622181600,15.6,1.30,235.0
1622185200,18.4,1.66,420.0
1622188800,20.9,1.43,599.0
1622192400,23.5,0.98,751.0
1622196000,24.8,2.28,860.0
1622199600,25.6,2.41,921.0
1622203200,26.3,2.33,932.0
1622206800,27.1,2.58,885.0
1622210400,26.9,3.38,775.0
1622214000,25.7,3.98,642.0
1622217600,24.1,4.31,465.0
1622221200,22.7,3.26,270.0
1622224800,21.1,2.69,108.0
1622228400,18.9,1.84,9.0
1622232000,17.9,1.92,0.0
1622235600,17.2,1.60,0.0
1622239200,16.0,0.94,0.0
1622242800,15.5,1.10,0.0
1622246400,16.4,0.64,0.0
1622250000,17.3,0.76,0.0
1622253600,14.5,2.06,0.0
1622257200,13.5,2.15,0.0
1622260800,13.7,1.80,2.0
1622264400,16.0,0.73,75.0
1622268000,18.1,0.50,229.0
1622271600,20.9,0.40,412.0
1622275200,23.4,1.39,577.0
1622278800,25.1,1.77,732.0
1622282400,26.3,2.25,851.0
1622286000,27.0,3.32,911.0
1622289600,26.4,4.70,922.0
1622293200,26.0,4.92,864.0
1622296800,25.3,4.43,773.0
1622300400,24.6,3.74,625.0
1622304000,23.3,3.41,427.0
1622307600,21.6,2.82,190.0
1622311200,20.4,1.92,85.0
1622314800,19.0,2.08,8.0
1622318400,18.1,2.27,0.0
1622322000,17.3,1.57,0.0
1622325600,16.8,0.76,0.0
1622329200,16.2,0.73,0.0
1622332800,16.8,0.92,0.0
1622336400,16.9,1.34,0.0
1622340000,16.7,1.20,0.0
1622343600,16.5,1.39,0.0
1622347200,16.2,1.00,1.0
1622350800,16.7,1.50,22.0
1622354400,17.1,1.12,57.0
1622358000,17.9,0.94,130.0
1622361600,18.0,0.85,166.0
1622365200,18.2,0.92,176.0
1622368800,19.7,1.28,411.0
1622372400,22.1,1.30,796.0
1622376000,19.7,3.06,784.0
1622379600,22.3,1.34,486.0
1622383200,23.5,1.50,555.0
1622386800,22.9,3.28,472.0
1622390400,22.1,2.94,358.0
1622394000,21.5,2.46,187.0
1622397600,20.8,1.48,80.0
1622401200,19.3,1.84,6.0
1622404800,17.9,2.47,0.0
1622408400,17.0,0.94,0.0
1622412000,16.3,0.90,0.0
1622415600,15.3,1.49,0.0
1622419200,15.2,1.70,0.0
1622422800,15.1,1.65,0.0
1622426400,14.3,1.96,0.0
1622430000,13.9,2.16,0.0
1622433600,13.3,2.26,2.0
1622437200,14.2,1.80,61.0
1622440800,15.7,1.35,176.0
1622444400,18.0,1.35,339.0
1622448000,19.8,1.30,501.0
1622451600,21.5,1.39,655.0
1622455200,23.0,1.70,796.0
1622458800,24.2,1.77,895.0
1622462400,24.2,2.25,808.0
1622466000,24.1,3.45,737.0
1622469600,22.6,5.12,586.0
1622473200,22.6,4.83,556.0
1622476800,22.1,4.81,428.0
1622480400,20.8,4.79,264.0
1622484000,19.2,4.31,112.0
1622487600,18.1,3.48,11.0
1622491200,17.1,2.50,0.0
1622494800,16.2,1.43,0.0
1622498400,15.4,1.34,0.0
1622502000,14.5,1.10,0.0
1622505600,13.3,1.71,0.0
1622509200,12.8,1.65,0.0
1622512800,12.2,1.84,0.0
1622516400,12.6,1.49,0.0
1622520000,12.1,1.64,3.0
1622523600,13.3,2.33,79.0
1622527200,15.6,2.20,241.0
1622530800,18.5,1.48,432.0
1622534400,21.2,0.22,614.0
1622538000,23.1,0.92,764.0
1622541600,24.4,1.39,870.0
1622545200,25.3,2.02,895.0
1622548800,25.6,1.75,902.0
1622552400,25.0,3.64,832.0
1622556000,23.2,4.99,654.0
1622559600,23.0,4.72,507.0
1622563200,22.2,4.38,459.0
1622566800,21.5,2.88,282.0
1622570400,20.3,1.40,116.0
1622574000,18.4,2.14,11.0
1622577600,17.3,1.66,0.0
1622581200,16.1,1.03,0.0
1622584800,15.4,1.25,0.0
1622588400,14.2,1.36,0.0
1622592000,13.5,1.10,0.0
1622595600,14.4,1.71,0.0
1622599200,13.9,2.04,0.0
1622602800,13.5,1.96,0.0
1622606400,13.1,1.65,3.0
1622610000,14.7,1.52,78.0
1622613600,17.6,1.25,230.0
1622617200,20.7,0.54,431.0
1622620800,23.0,1.20,534.0
1622624400,23.8,1.86,485.0
1622628000,24.6,2.50,548.0
1622631600,25.6,3.55,808.0
1622635200,24.9,4.27,670.0
1622638800,23.7,4.29,509.0
1622642400,23.0,3.09,298.0
1622646000,23.5,2.12,347.0
1622649600,24.1,2.47,362.0
1622653200,23.5,2.82,273.0
1622656800,21.5,1.33,110.0
1622660400,19.5,1.80,11.0
1622664000,20.1,0.73,0.0
1622667600,17.2,1.52,0.0
1622671200,17.0,1.55,0.0
1622674800,16.0,2.09,0.0
1622678400,16.0,1.86,0.0
1622682000,15.4,1.50,0.0
1622685600,15.1,1.72,0.0
1622689200,15.2,1.79,0.0
1622692800,15.3,1.72,3.0
1622696400,16.3,2.00,77.0
1622700000,18.4,1.97,233.0
1622703600,21.0,2.38,416.0
1622707200,23.9,2.09,593.0
1622710800,26.4,1.22,743.0
1622714400,28.2,1.24,869.0
1622718000,29.2,2.44,923.0
1622721600,28.6,3.77,886.0
1622725200,28.4,4.71,876.0
1622728800,28.0,4.37,784.0
1622732400,27.5,4.44,644.0
1622736000,26.5,3.77,484.0
1622739600,25.6,2.69,289.0
1622743200,23.4,1.73,116.0
1622746800,20.9,1.58,12.0
1622750400,19.2,1.35,0.0
1622754000,18.1,1.49,0.0
1622757600,19.8,0.30,0.0
1622761200,17.2,2.14,0.0
1622764800,16.5,2.34,0.0
1622768400,17.3,1.90,0.0
1622772000,16.5,1.94,0.0
1622775600,15.2,2.09,0.0
1622779200,14.6,2.02,3.0
1622782800,16.4,2.28,78.0
1622786400,19.3,1.80,236.0
1622790000,22.3,1.63,419.0
1622793600,25.3,1.22,591.0
1622797200,27.5,0.64,738.0
1622800800,29.0,0.92,842.0
1622804400,30.1,3.42,916.0
1622808000,28.6,4.29,922.0
1622811600,28.5,4.43,877.0
1622815200,27.9,4.57,780.0
1622818800,27.4,3.41,637.0
1622822400,26.8,3.44,458.0
1622826000,25.5,2.84,284.0
1622829600,23.7,1.70,118.0
1622833200,21.3,1.56,13.0
1622836800,20.0,1.58,0.0
1622840400,19.4,0.50,0.0
1622844000,19.3,1.03,0.0
1622847600,18.0,0.86,0.0
1622851200,18.7,1.17,0.0
1622854800,17.7,1.17,0.0
1622858400,17.7,1.17,0.0
1622862000,19.0,0.32,0.0
1622865600,17.7,0.81,1.0
1622869200,18.7,0.50,23.0
1622872800,19.3,1.04,48.0
1622876400,21.1,0.41,145.0
1622880000,21.5,0.54,175.0
1622883600,21.6,0.81,170.0
1622887200,22.1,0.40,237.0
1622890800,23.1,0.81,347.0
1622894400,23.8,2.61,341.0
1622898000,23.2,1.60,185.0
1622901600,23.4,0.98,238.0
1622905200,23.9,0.85,197.0
1622908800,23.9,0.36,93.0
1622912400,23.4,0.45,70.0
1622916000,22.4,0.82,77.0
1622919600,20.7,1.81,10.0
1622923200,19.8,1.03,0.0
1622926800,19.3,1.08,0.0
1622930400,18.4,1.00,0.0
1622934000,18.1,1.43,0.0
1622937600,18.6,1.20,0.0
1622941200,17.8,1.62,0.0
1622944800,17.7,1.80,0.0
1622948400,18.2,2.12,0.0
1622952000,18.1,2.00,2.0
1622955600,18.9,1.30,31.0
1622959200,20.7,0.58,122.0
1622962800,21.3,0.81,101.0
1622966400,22.3,3.35,201.0
1622970000,22.4,3.45,275.0
1622973600,22.8,1.88,273.0
1622977200,23.3,1.65,227.0
1622980800,24.5,4.61,469.0
1622984400,24.1,5.42,435.0
1622988000,23.8,4.02,447.0
1622991600,23.5,3.57,338.0
1622995200,23.8,4.00,330.0
1622998800,21.9,3.61,190.0
1623002400,20.3,1.84,71.0
1623006000,19.6,2.59,4.0
1623009600,19.0,3.52,0.0
1623013200,18.7,2.62,0.0
1623016800,18.4,3.00,0.0
1623020400,18.1,3.62,0.0
1623024000,17.2,2.11,0.0
1623027600,16.7,2.28,0.0
1623031200,16.8,1.14,0.0
1623034800,16.7,1.17,0.0
1623038400,16.5,2.06,1.0
1623042000,16.6,1.94,34.0
1623045600,17.2,0.98,89.0
1623049200,18.9,0.89,332.0
1623052800,20.7,1.51,579.0
1623056400,22.5,1.55,737.0
1623060000,24.1,1.28,837.0
1623063600,25.5,1.14,917.0
1623067200,25.2,1.68,884.0
1623070800,24.6,2.71,737.0
1623074400,23.6,3.98,630.0
1623078000,22.7,4.55,488.0
1623081600,22.6,3.65,357.0
1623085200,22.3,2.63,211.0
1623088800,21.2,1.84,91.0
1623092400,20.0,1.17,11.0
1623096000,19.1,1.17,0.0
1623099600,18.7,0.99,0.0
1623103200,18.1,1.35,0.0
1623106800,17.4,1.36,0.0
1623110400,17.0,0.81,0.0
1623114000,17.5,0.57,0.0
1623117600,17.1,1.36,0.0
1623121200,16.8,1.77,0.0
1623124800,16.8,1.60,3.0
1623128400,18.1,1.22,54.0
1623132000,19.2,1.57,159.0
1623135600,20.4,1.90,307.0
1623139200,22.0,1.49,468.0
1623142800,23.3,1.30,603.0
1623146400,23.9,2.04,658.0
1623150000,23.8,2.73,747.0
1623153600,20.7,2.91,627.0
1623157200,23.0,1.00,618.0
1623160800,21.0,3.40,375.0
1623164400,20.1,0.73,174.0
1623168000,19.6,1.32,85.0
1623171600,19.5,1.22,98.0
1623175200,19.3,0.50,55.0
1623178800,18.5,2.00,8.0
1623182400,18.2,1.75,0.0
1623186000,17.9,2.06,0.0
1623189600,17.6,2.06,0.0
1623193200,17.3,1.79,0.0
1623196800,16.5,1.84,0.0
1623200400,16.5,1.35,0.0
1623204000,16.2,1.57,0.0
1623207600,15.5,1.57,0.0
1623211200,14.9,1.39,3.0
1623214800,15.9,1.64,76.0
1623218400,17.1,2.05,222.0
1623222000,19.2,2.16,401.0
1623225600,21.3,1.94,550.0
1623229200,23.5,1.71,720.0
1623232800,25.5,1.70,831.0
1623236400,26.9,1.61,837.0
1623240000,26.7,1.71,835.0
1623243600,26.5,2.19,698.0
1623247200,25.6,2.48,626.0
1623250800,25.8,1.60,470.0
1623254400,25.1,2.26,348.0
1623258000,24.6,1.90,250.0
1623261600,23.2,1.75,105.0
1623265200,21.7,1.78,14.0
1623268800,20.6,1.49,0.0
1623272400,19.5,1.84,0.0
1623276000,19.1,1.98,0.0
1623279600,18.2,1.98,0.0
1623283200,16.1,1.53,0.0
1623286800,15.8,2.06,0.0
1623290400,15.2,2.02,0.0
1623294000,15.0,1.43,0.0
1623297600,14.8,1.21,3.0
1623301200,16.2,2.34,81.0
1623304800,18.2,2.28,232.0
1623308400,20.7,2.25,415.0
1623312000,23.1,2.06,583.0
1623315600,25.3,1.63,741.0
1623319200,27.2,1.43,822.0
1623322800,28.5,1.41,839.0
1623326400,28.9,2.06,835.0
1623330000,27.9,2.00,709.0
1623333600,27.7,1.13,629.0
1623337200,27.7,2.06,479.0
1623340800,27.0,2.38,371.0
1623344400,25.5,2.02,233.0
1623348000,24.0,1.63,101.0
1623351600,22.1,1.78,14.0
1623355200,20.3,1.39,0.0
1623358800,19.2,1.72,0.0
1623362400,18.7,1.50,0.0
1623366000,17.7,1.53,0.0
1623369600,18.7,1.00,0.0
1623373200,17.0,1.75,0.0
1623376800,16.6,1.56,0.0
1623380400,16.3,1.66,0.0
1623384000,15.7,1.88,3.0
1623387600,16.9,2.26,80.0
1623391200,18.8,2.33,234.0
1623394800,21.0,2.11,414.0
1623398400,23.2,1.65,587.0
1623402000,25.2,1.90,739.0
1623405600,26.7,1.81,849.0
1623409200,28.0,1.82,910.0
