run_id,hour,Radiation,CO2,CO,PM10,PM25,CO2_Removed_g,CO_Removed_ug,PM10_Removed_ug,PM25_Removed_ug,O2_Produced_g
1,9,0.0,460.40113510654004,181.8388502289752,25.311003447342696,22.117630650025973,279.24068106392406,39277.19164945864,218687.0697850409,114657.79728973463,201.05329036602532
1,10,0.0,461.9912023532393,167.38783764003156,23.77094305275213,18.477083177727515,280.1947214119436,36155.772930246814,205380.94797577843,95785.19919333943,201.74019941659938
1,11,1400.0,465.9420169963711,152.5586093970102,23.848949215888375,17.03201321222123,3222.565210197822,32952.659629754206,206054.92122527555,88293.95649215484,2320.2469513424317
1,12,1400.0,457.8329811825148,145.35226019066099,22.560414865777204,16.067355788330566,3217.6997887095085,31396.088201182778,194921.98444031505,83293.17240670565,2316.743847870846
1,13,1400.0,452.03553080218535,146.03370518245083,24.265185908434468,15.605809773910625,3214.221318481311,31543.28031940938,209651.20624887382,80900.51786795266,2314.2393493065438
1,14,1400.0,450.731116890724,141.46884475552145,24.55448057887663,16.891846495832297,3213.438670134434,30557.270467192633,212150.71220149405,87567.33223439462,2313.675842496792
1,15,0.0,456.4788282902957,145.96364497445958,23.141069667260496,15.342778199783886,276.88729697417745,31528.14731448327,199938.8419251307,79536.96218767964,199.35885382140776
1,16,1400.0,461.66869789641305,162.89686883871792,27.10561371358849,14.707976931875612,3220.0012187378475,35185.723669163075,234192.50248540455,76246.15241484316,2318.40087749125
1,17,0.0,473.71658971057934,181.29119186635356,27.420113921336657,14.500036257610118,287.2299538263476,39158.897443132366,236909.78428034871,75168.18795945084,206.80556675497024
1,18,0.0,475.670739933484,195.88373254971958,28.733597975317014,23.442795518423225,288.4024439600904,42310.88623073943,248258.28650673898,121527.45196750599,207.6497596512651
1,19,0.0,476.6595659413442,219.78739976373163,28.179110326574516,24.12507141640217,288.9957395648065,47474.07834896603,243467.51322160382,125064.37022262886,208.0769324866607
1,20,0.0,485.82398709009806,225.94612992246175,27.30519999412956,28.27058321509177,294.4943922540588,48804.36406325174,235916.92794927937,146554.70338703573,212.03596242292235
1,21,0.0,478.6627772899652,232.50016513561692,27.205895097279523,28.306952652934754,290.19766637397913,50220.03566929326,235058.93364049506,146743.24255281375,208.94231978926496
1,22,0.0,473.09769318758157,227.80874623335393,28.121529460199238,27.176215777813923,286.85861591254894,49206.68918640445,242970.0145361214,140881.50259218737,206.53820345703522
1,23,0.0,466.837412765728,217.37743807790787,27.75428502772259,24.66633626409961,283.1024476594368,46953.526624828104,239797.0226395232,127870.28719309236,203.83376231479448
2,0,0.0,488.97844265091044,235.200453951843,25.73574090330267,21.754849670916002,296.3870655905463,50803.29805359809,222356.80140453507,112777.14069402854,213.39868722519333
2,1,0.0,479.3789193893051,224.8156701532661,24.394065388033134,23.881865212532443,290.6273516335831,48560.18475310548,210764.72495260628,123803.58926176817,209.25169317617983
2,2,0.0,469.7029629424083,217.56936473454687,22.15028955297279,23.279468575039118,284.821777765445,46994.982782662126,191378.50173768488,120680.76509300277,205.0716799911204
